Logger Details:,,,,,,,,,,,
Logger Type,1F8,,,,,,,,,,
Serial Number,KS0542006,,,,,,,,,,
Controller Firmware,3,,,,,,,,,,
Acquisition Firmware,3,,,,,,,,,,
Logger ID,Logger ID,,,,,,,,,,
,,,,,,,,,,,
Job Details,,,,,,,,,,,
Number of Analogue Channels,9,,,,,,,,,,
Number of Digital Channels,0,,,,,,,,,,
Total Number of Channels Used,9,,,,,,,,,,
,,,,,,,,,,,
Arm Time,24/10/2018 09:06:01,,,,,,,,,,
Disarm Time,24/10/2018 19:08:50,,,,,,,,,,
Duration,10:02:49,,,,,,,,,,
Job Description,Job Description,,,,,,,,,,
Channel Info,,,,,,,,,,,
Description,,,Ch1 ('C),ch2 ('C),ch3 ('C),ch4 ('C),ch5 ('C),ch6 ('C),ch7 ('C),ch8 ('C),Ref. Junction 1 ('C)
Sample Interval,,,00:00:30,00:00:30,00:00:30,00:00:30,00:00:30,00:00:30,00:00:30,00:00:30,Not Logged
Logging Interval,,,00:00:30,00:00:30,00:00:30,00:00:30,00:00:30,00:00:30,00:00:30,00:00:30,Not Logged
,,,,,,,,,,,
,,,,,,,,,,,
Date,Time,Type,Ch1 ('C),ch2 ('C),ch3 ('C),ch4 ('C),ch5 ('C),ch6 ('C),ch7 ('C),ch8 ('C),
24/10/2018,09:06:03,Interval,1103.3,48.9,51.8,41.1,29.1,O/C,Under,O/C,
24/10/2018,09:06:33,Interval,#N/A,48.7,51.8,40.9,28.9,O/C,Under,O/C,
24/10/2018,09:07:03,Interval,1022.3,48.3,51.8,40.9,28.8,O/C,Under,O/C,
24/10/2018,09:07:33,Interval,34.8,48.2,51.8,40.9,28.9,O/C,Under,O/C,
24/10/2018,09:08:03,Interval,362.8,48.8,51.9,41.0,29.0,O/C,Under,O/C,
24/10/2018,09:08:33,Interval,35.0,48.6,51.9,41.0,28.9,O/C,Under,O/C,
24/10/2018,09:09:03,Interval,35.0,48.8,52.0,41.1,28.9,O/C,Under,O/C,
24/10/2018,09:09:33,Interval,34.8,48.7,51.9,41.0,28.9,O/C,Under,O/C,
24/10/2018,09:10:03,Interval,34.8,48.9,52.0,40.9,28.9,O/C,Under,O/C,
24/10/2018,09:10:33,Interval,34.8,48.8,52.0,41.0,28.9,O/C,Under,O/C,
24/10/2018,09:11:03,Interval,35.0,48.7,52.1,41.0,28.9,O/C,Under,O/C,
24/10/2018,09:11:33,Interval,35.0,48.9,52.1,41.0,28.9,O/C,Under,O/C,
24/10/2018,09:12:03,Interval,35.1,48.8,52.2,41.0,28.8,O/C,Under,O/C,
24/10/2018,09:12:33,Interval,35.1,48.9,52.1,41.0,28.8,O/C,Under,O/C,
24/10/2018,09:13:03,Interval,35.2,48.9,52.2,40.9,28.8,O/C,Under,O/C,
24/10/2018,09:13:33,Interval,35.0,48.9,52.1,40.9,28.8,O/C,Under,O/C,
24/10/2018,09:14:03,Interval,35.0,48.9,52.1,40.9,28.8,O/C,Under,O/C,
24/10/2018,09:14:33,Interval,34.9,48.9,52.1,40.9,28.8,O/C,Under,O/C,
24/10/2018,09:15:03,Interval,35.1,49.0,52.1,40.8,28.8,O/C,Under,O/C,
