Sheets.Name,Date,Time,1,2,3,4,5,Wig,Radiation,WindSpeed
MidCurv_RadOff_wind0.3,10/25/18,18:11:16,36.7,43.1,42.5,40.5,38.4,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:11:46,36.7,43,42.5,40.5,38.4,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:12:16,36.6,43,42.5,40.5,38.4,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:12:46,36.6,42.8,42.4,40.5,38.3,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:13:16,36.6,42.9,42.4,40.5,38.4,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:13:46,36.6,42.9,42.4,40.5,38.4,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:14:16,36.6,42.9,42.4,40.5,38.4,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:14:46,36.6,42.8,42.4,40.5,38.4,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:15:16,36.6,42.8,42.4,40.5,38.5,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:15:46,36.5,42.8,42.3,40.5,38.5,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:16:16,36.5,42.7,42.3,40.4,38.5,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:16:46,36.4,42.7,42.2,40.4,38.5,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:17:16,36.4,42.6,42.2,40.4,38.5,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:17:46,36.4,42.6,42.2,40.4,38.5,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:18:16,36.4,42.6,42.2,40.4,38.5,MidCurv,Off,0.3
MidCurv_RadOff_wind0.3,10/25/18,18:18:46,36.5,42.7,42.3,40.5,38.5,MidCurv,Off,0.3
HighCurv_RadOff_wind1,10/26/18,10:46:01,30.8,42.5,44.7,38.9,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:46:31,30.7,42.3,44.6,38.8,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:47:01,30.8,42.3,44.4,38.7,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:47:31,30.8,42.2,44.3,38.6,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:48:01,30.9,42.1,44.1,38.4,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:48:31,30.8,42.1,44,38.3,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:49:01,30.7,41.9,43.8,38.1,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:49:31,30.8,41.9,43.7,38.1,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:50:01,30.8,41.8,43.5,38,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:50:31,30.8,41.7,43.4,37.9,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:51:01,30.8,41.7,43.3,37.9,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:51:31,30.8,41.6,43.2,37.8,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:52:01,31.1,41.6,43.1,37.8,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:52:31,30.9,41.6,43.1,37.7,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:53:01,30.9,41.6,43,37.7,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:53:31,31,41.6,42.9,37.7,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:54:01,31.5,41.5,42.8,37.6,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:54:31,31.2,41.5,42.7,37.6,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:55:01,31,41.4,42.6,37.5,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:55:31,31,41.4,42.6,37.4,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:56:01,30.9,41.3,42.5,37.4,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:56:31,30.9,41.3,42.3,37.3,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:57:01,31,41.2,42.3,37.3,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:57:31,31,41.2,42.3,37.2,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:58:01,31,41.3,42.3,37.3,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:58:31,31.1,41.3,42.2,37.2,31.1,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:59:01,31.1,41.3,42.2,37.3,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,10:59:31,31,41.2,42.1,37.2,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:00:01,31,41.2,42.1,37.2,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:00:31,31.1,41.2,42,37.2,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:01:01,31.1,41.2,42,37.2,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:01:31,31.1,41.1,42,37.2,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:02:01,31.1,41.1,42,37.2,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:02:31,31.1,41.1,41.9,37.2,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:03:01,31.1,41.1,41.9,37.1,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:03:31,31.2,41.1,41.9,37.1,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:04:01,31.1,41.1,41.8,37.1,31.4,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:04:31,31.1,41,41.8,37.1,31.4,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:05:01,31.3,41,41.7,37.1,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:05:31,31.3,41,41.6,37.1,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:06:01,31.3,40.9,41.6,37.1,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:06:31,31.4,40.9,41.6,37,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:07:01,31.3,40.9,41.5,37,31.2,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:07:31,31.3,40.9,41.5,37,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:08:01,31.2,40.8,41.4,36.9,31.4,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:08:31,31.1,40.8,41.4,36.9,31.4,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:09:01,31.1,40.8,41.5,36.9,31.4,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:09:31,31.1,40.8,41.4,36.9,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:10:01,31.1,40.8,41.4,36.8,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:10:31,31.1,40.7,41.3,36.9,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:11:01,31.2,40.8,41.3,36.9,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:11:31,31.1,40.7,41.3,36.8,31.3,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:12:01,31.2,40.8,41.3,36.9,31.5,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:12:31,31.1,40.7,41.3,36.9,31.5,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:13:01,31.2,40.8,41.3,36.9,31.5,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:13:31,31.2,40.8,41.3,37,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:14:01,31.3,40.8,41.4,37,31.5,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:14:31,31.3,40.8,41.4,37.1,31.5,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:15:01,31.3,40.8,41.5,37.1,31.5,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:15:31,31.3,40.9,41.5,37.1,31.5,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:16:01,31.3,40.9,41.4,37.1,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:16:31,31.2,40.9,41.4,37,31.5,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:17:01,31.2,40.7,41.3,37,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:17:31,31.1,40.7,41.3,37,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:18:01,31.2,40.7,41.2,36.9,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:18:31,31.2,40.7,41.2,36.9,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:19:01,31.1,40.6,41.2,36.9,31.5,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:19:31,31,40.6,41.2,36.9,31.5,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:20:01,31.1,40.6,41.2,37,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:20:31,31.1,40.7,41.2,36.9,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:21:01,31.1,40.7,41.2,36.9,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:21:31,31.1,40.7,41.2,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:22:01,31.1,40.6,41.1,37,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:22:31,31.1,40.6,41.1,36.9,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:23:01,31,40.6,41.1,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:23:31,31,40.5,41,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:24:01,31.1,40.5,41.1,36.9,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:24:31,31.1,40.5,41,36.8,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:25:01,31.1,40.5,41,36.9,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:25:31,31,40.5,41,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:26:01,31,40.5,41,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:26:31,31,40.4,41,36.9,31.8,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:27:01,31.1,40.5,41,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:27:31,31.1,40.5,41,36.9,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:28:01,31.2,40.6,41,36.9,31.5,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:28:31,31.2,40.6,41.1,36.9,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:29:01,31.2,40.6,41,37,31.6,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:29:31,31.2,40.6,41,37,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:30:01,31.2,40.6,41,37,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:30:31,31.1,40.5,41.1,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:31:01,31.1,40.5,41,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:31:31,31.2,40.5,41,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:32:01,31.2,40.5,41,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:32:31,31.2,40.5,41,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:33:01,31.2,40.6,41,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:33:31,31.2,40.6,41,36.9,31.8,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:34:01,31.3,40.6,41,37,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:34:31,31.3,40.6,41.1,37,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:35:01,31.4,40.7,41.1,37,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:35:31,31.3,40.7,41.2,37.1,31.8,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:36:01,31.3,40.7,41.2,37.2,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:36:31,31.2,40.7,41.1,37.1,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:37:01,31.2,40.6,41.1,37,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:37:31,31.2,40.5,41.1,37,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:38:01,31.2,40.6,41,36.9,31.8,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:38:31,31.1,40.5,41,36.9,31.8,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:39:01,31.1,40.5,41,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:39:31,31.1,40.5,40.9,36.9,31.8,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:40:01,31.2,40.5,40.9,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:40:31,31.1,40.5,40.9,36.9,31.8,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:41:01,31.2,40.5,40.9,36.9,31.8,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:41:31,31.2,40.6,40.9,36.9,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:42:01,31.2,40.6,41,37,31.7,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:42:31,31.2,40.5,41,36.9,31.8,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:43:01,31.2,40.5,40.9,36.9,31.8,HighCurv,Off,1
HighCurv_RadOff_wind1,10/26/18,11:43:31,31.2,40.5,40.9,36.9,31.8,HighCurv,Off,1
HighCurv_RadOn_wind1,10/26/18,11:53:01,121.2,40.7,41.9,37.2,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:53:31,129.2,40.6,42.2,37.2,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:54:01,136.3,40.9,42.5,37.5,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:54:31,131.8,41.1,42.9,37.7,31.6,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:55:01,132.3,41.2,43.1,37.8,31.7,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:55:31,131.4,41.3,43.4,37.9,31.7,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:56:01,145.6,41.4,43.5,38.1,31.8,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:56:31,136.7,41.5,43.7,38.1,31.9,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:57:01,137.2,41.6,43.8,38.2,31.8,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:57:31,121.7,41.6,44,38.2,31.8,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:58:01,135.7,41.7,44.1,38.3,31.6,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:58:31,126.3,41.7,44.2,38.3,31.8,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:59:01,129.1,41.7,44.4,38.3,31.7,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,11:59:31,124.8,41.8,44.5,38.4,31.7,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:00:01,123.3,41.8,44.5,38.5,31.7,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:00:31,126.6,41.8,44.6,38.4,31.7,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:01:01,126.7,41.8,44.7,38.5,31.7,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:01:31,135,41.8,44.8,38.5,31.6,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:02:01,153.6,41.9,44.9,38.5,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:02:31,152.6,41.9,45,38.5,31.6,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:03:01,114.9,41.9,45,38.6,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:03:31,90,41.9,45.1,38.6,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:04:01,72.1,41.9,45.1,38.6,31.6,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:04:31,70.1,41.9,45.2,38.7,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:05:01,37.4,41.9,45.3,38.7,31.6,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:05:31,32.1,41.8,45.3,38.7,31.6,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:06:01,32.1,41.9,45.5,38.8,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:06:31,32,41.9,45.5,38.8,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:07:01,31.9,41.9,45.6,38.8,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:07:31,32,41.9,45.6,38.8,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:08:01,32.1,42,45.7,38.9,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:08:31,31.9,41.9,45.7,38.8,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:09:01,32.8,42,45.8,38.8,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:09:31,104.7,42.2,45.8,38.9,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:10:01,120.4,42.2,45.8,38.9,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:10:31,89.5,42.2,45.9,38.8,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:11:01,40.3,42.2,45.9,38.9,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:11:31,41.6,42.3,46,38.9,31.3,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:12:01,33.6,42.2,46,38.9,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:12:31,33.9,42.3,46.1,38.9,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:13:01,34.6,42.3,46.1,39,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:13:31,34.2,42.3,46.2,39,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:14:01,34.5,42.4,46.2,39,31.5,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:14:31,33,42.3,46.2,39,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:15:01,32.5,42.4,46.3,39,31.3,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:15:31,32.4,42.4,46.4,39.1,31.3,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:16:01,32.4,42.4,46.4,39.1,31.3,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:16:31,32.1,42.4,46.5,39.1,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:17:01,32,42.5,46.5,39.2,31.3,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:17:31,32,42.5,46.5,39.2,31.3,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:18:01,32,42.5,46.6,39.2,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:18:31,32,42.5,46.6,39.2,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:19:01,32,42.5,46.6,39.2,31.3,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:19:31,32,42.5,46.6,39.1,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:20:01,32,42.6,46.6,39.2,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:20:31,31.9,42.5,46.6,39.1,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:21:01,31.9,42.5,46.6,39.1,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:21:31,31.7,42.5,46.6,39.1,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:22:01,31.6,42.6,46.6,39.1,31.4,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:22:31,31.6,42.6,46.6,39.1,31.3,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:23:01,31.5,42.5,46.6,39.1,31.3,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:23:31,31.6,42.6,46.6,39.1,31.3,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:24:01,31.6,42.6,46.6,39.1,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:24:31,31.7,42.6,46.6,39.1,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:25:01,87.4,42.8,46.7,39.1,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:25:31,68.8,42.8,46.7,39.1,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:26:01,49.3,42.7,46.7,39.1,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:26:31,49.7,42.7,46.7,39.1,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:27:01,49.8,42.8,46.7,39.1,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:27:31,52.4,42.8,46.8,39.1,31.1,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:28:01,46.5,42.8,46.8,39.1,31.1,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:28:31,44.1,42.8,46.8,39.1,31,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:29:01,43.3,42.9,46.9,39.2,31.1,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:29:31,43.2,42.9,46.8,39.1,31.1,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:30:01,51.2,42.9,46.9,39.2,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:30:31,42.3,42.9,46.9,39.2,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:31:01,48.9,42.9,46.9,39.2,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:31:31,42.2,43,46.9,39.2,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:32:01,45.9,43,46.9,39.2,31.1,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:32:31,46.6,43,47,39.2,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:33:01,43.8,43.1,47,39.2,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:33:31,48.1,43.1,47,39.2,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:34:01,48.8,43.1,47,39.2,31.2,HighCurv,On,1
HighCurv_RadOn_wind1,10/26/18,12:34:31,33.7,43,47,39.2,31.1,HighCurv,On,1
HighCurv_RadOn_wind2.5,10/26/18,12:36:01,35.2,42.9,47,39.2,31,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:36:31,34.2,42.5,47.1,39.2,30.8,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:37:01,32.9,42.2,47,39.1,30.6,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:37:31,32.7,42.1,47,39.1,30.5,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:38:01,32.4,42,46.9,39,30.5,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:38:31,32.4,42,46.9,39,30.6,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:39:01,32.2,42.1,46.9,39,30.6,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:39:31,32.1,42.2,47,39.1,30.6,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:40:01,32,42.3,47,39.1,30.6,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:40:31,32.2,42.4,47.2,39.2,30.6,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:41:01,32.2,42.5,47.3,39.4,30.7,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:41:31,32.1,42.5,47.4,39.3,30.8,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:42:01,32.4,42.6,47.4,39.4,30.8,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:42:31,32.4,42.7,47.5,39.5,30.8,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:43:01,32.7,42.8,47.7,39.8,30.8,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:43:31,32.7,42.9,47.8,39.8,30.9,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:44:01,32.1,42.9,47.8,39.9,31,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:44:31,31.8,42.9,47.9,40,31,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:45:01,31.7,42.8,48,40,31,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:45:31,31.3,42.8,48,39.9,30.9,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:46:01,31.4,42.9,48,40,31,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:46:31,31.6,42.9,48,40,30.9,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:47:01,32,43.1,48.1,40,31,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:47:31,32,42.9,48.1,40.1,31.1,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:48:01,186.5,43.2,48.2,40.1,31,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:48:31,616.2,43.2,48.2,40,30.9,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:49:01,702.5,43.2,48.2,40,30.9,HighCurv,On,2.5
HighCurv_RadOn_wind2.5,10/26/18,12:49:31,627.2,43.2,48.3,40.1,30.8,HighCurv,On,2.5
