Date,Time,1,2,3,4,5,Wig,Radiation,WindSpeed,Datetime,Trial
2018-10-25,12:51:16,32.5,42.8,45.4,41.4,33.3,Nude,On,0.3,2018-10-25T12:51:16Z,1
2018-10-25,12:51:46,32.3,43.2,45.6,41.4,33,Nude,On,0.3,2018-10-25T12:51:46Z,1
2018-10-25,12:52:16,32.3,43.3,45.6,41.5,32.9,Nude,On,0.3,2018-10-25T12:52:16Z,1
2018-10-25,12:52:46,32.2,43.9,46.3,41.8,33.2,Nude,On,0.3,2018-10-25T12:52:46Z,1
2018-10-25,12:53:16,32.1,44.1,46.8,41.9,32.9,Nude,On,0.3,2018-10-25T12:53:16Z,1
2018-10-25,12:53:46,32.1,44.2,47.3,42.1,33.1,Nude,On,0.3,2018-10-25T12:53:46Z,1
2018-10-25,12:54:16,32.2,44.3,47.8,42.3,32.9,Nude,On,0.3,2018-10-25T12:54:16Z,1
2018-10-25,12:54:46,31.9,44.8,47.6,42.2,32.8,Nude,On,0.3,2018-10-25T12:54:46Z,1
2018-10-25,12:55:16,32.2,44.9,48.3,42.6,32.9,Nude,On,0.3,2018-10-25T12:55:16Z,1
2018-10-25,12:55:46,31.9,45.2,48.2,42.4,32.9,Nude,On,0.3,2018-10-25T12:55:46Z,1
2018-10-25,12:56:16,32,45.4,48.4,42.9,33,Nude,On,0.3,2018-10-25T12:56:16Z,1
2018-10-25,12:56:46,32,45.2,48.6,42.8,32.7,Nude,On,0.3,2018-10-25T12:56:46Z,1
2018-10-25,12:57:16,32.4,45.5,49.1,42.9,32.8,Nude,On,0.3,2018-10-25T12:57:16Z,1
2018-10-25,12:57:46,32.1,45.9,49.2,43,32.7,Nude,On,0.3,2018-10-25T12:57:46Z,1
2018-10-25,12:58:16,32.3,46,49.7,43.1,32.6,Nude,On,0.3,2018-10-25T12:58:16Z,1
2018-10-25,12:58:46,32.1,46.5,49.7,43,32.5,Nude,On,0.3,2018-10-25T12:58:46Z,1
2018-10-25,12:59:16,32.1,46.4,50,43.2,32.5,Nude,On,0.3,2018-10-25T12:59:16Z,1
2018-10-25,12:59:46,32.3,46.1,50.4,43.3,32.4,Nude,On,0.3,2018-10-25T12:59:46Z,1
2018-10-25,13:00:16,32.2,46.4,50.5,43.1,32.4,Nude,On,0.3,2018-10-25T13:00:16Z,1
2018-10-25,13:00:46,32.2,46.9,50.3,43.2,32.2,Nude,On,0.3,2018-10-25T13:00:46Z,1
2018-10-25,13:01:16,32.1,46.9,50.5,43.2,32.4,Nude,On,0.3,2018-10-25T13:01:16Z,1
2018-10-25,13:01:46,32.4,46.8,50.6,43.2,32.3,Nude,On,0.3,2018-10-25T13:01:46Z,1
2018-10-25,13:02:16,32.1,47.1,50.6,43.2,32.1,Nude,On,0.3,2018-10-25T13:02:16Z,1
2018-10-25,13:02:46,32.2,47.4,50.7,43.1,32.2,Nude,On,0.3,2018-10-25T13:02:46Z,1
2018-10-25,13:03:16,32.5,47.2,51,43.6,32.4,Nude,On,0.3,2018-10-25T13:03:16Z,1
2018-10-25,13:03:46,32.4,47.3,50.9,43.2,32,Nude,On,0.3,2018-10-25T13:03:46Z,1
2018-10-25,13:04:16,32.5,47.4,51.1,43.4,32.2,Nude,On,0.3,2018-10-25T13:04:16Z,1
2018-10-25,13:04:46,32.5,47.2,51.5,43.6,32.1,Nude,On,0.3,2018-10-25T13:04:46Z,1
2018-10-25,13:05:16,32.4,47.5,51.2,43.5,32.2,Nude,On,0.3,2018-10-25T13:05:16Z,1
2018-10-25,13:05:46,32.6,47.4,51.7,43.7,32.3,Nude,On,0.3,2018-10-25T13:05:46Z,1
2018-10-25,13:06:16,32.3,47.4,51.5,43.4,32.2,Nude,On,0.3,2018-10-25T13:06:16Z,1
2018-10-25,13:06:46,32.5,47.8,51.6,43.6,32.1,Nude,On,0.3,2018-10-25T13:06:46Z,1
2018-10-25,13:07:16,32.7,47.8,51.5,43.7,32.2,Nude,On,0.3,2018-10-25T13:07:16Z,1
2018-10-25,13:07:46,32.5,47.8,51.7,43.6,32,Nude,On,0.3,2018-10-25T13:07:46Z,1
2018-10-25,13:08:16,32.5,48.1,52.1,43.6,32,Nude,On,0.3,2018-10-25T13:08:16Z,1
2018-10-25,13:08:46,32.3,48,51.9,43.6,31.9,Nude,On,0.3,2018-10-25T13:08:46Z,1
2018-10-25,13:09:16,32.7,48,52,43.7,32,Nude,On,0.3,2018-10-25T13:09:16Z,1
2018-10-25,13:09:46,32.7,48.2,52,43.7,32,Nude,On,0.3,2018-10-25T13:09:46Z,1
2018-10-25,13:10:16,32.7,47.6,52.1,43.8,32.1,Nude,On,0.3,2018-10-25T13:10:16Z,1
2018-10-25,13:10:46,32.6,48,51.9,43.8,32,Nude,On,0.3,2018-10-25T13:10:46Z,1
2018-10-25,13:11:16,32.3,48.2,51.9,43.6,31.9,Nude,On,0.3,2018-10-25T13:11:16Z,1
2018-10-25,13:11:46,32.5,48.4,52,43.5,32.1,Nude,On,0.3,2018-10-25T13:11:46Z,1
2018-10-25,13:12:16,32.5,48,51.9,43.8,32.2,Nude,On,0.3,2018-10-25T13:12:16Z,1
2018-10-25,13:12:46,32.7,48,52.3,44,32.2,Nude,On,0.3,2018-10-25T13:12:46Z,1
2018-10-25,13:13:16,32.7,48,52.2,43.6,31.8,Nude,On,0.3,2018-10-25T13:13:16Z,1
2018-10-25,13:13:46,32.7,47.9,52,43.7,31.9,Nude,On,0.3,2018-10-25T13:13:46Z,1
2018-10-25,13:14:16,32.5,48.3,52.4,43.7,31.9,Nude,On,0.3,2018-10-25T13:14:16Z,1
2018-10-25,13:14:46,32.5,48.1,52.3,43.7,32.1,Nude,On,0.3,2018-10-25T13:14:46Z,1
2018-10-25,13:15:16,32.8,48.1,51.9,43.7,31.8,Nude,On,0.3,2018-10-25T13:15:16Z,1
2018-10-25,13:15:46,32.8,48.5,52.4,44,32.1,Nude,On,0.3,2018-10-25T13:15:46Z,1
2018-10-25,13:16:16,32.8,48.1,52.3,43.9,32,Nude,On,0.3,2018-10-25T13:16:16Z,1
2018-10-25,13:16:46,32.6,48.6,52.4,43.7,32.1,Nude,On,0.3,2018-10-25T13:16:46Z,1
2018-10-25,13:17:16,32.7,48.4,52.9,44,32,Nude,On,0.3,2018-10-25T13:17:16Z,1
2018-10-25,13:17:46,32.4,48.2,52.6,44,31.9,Nude,On,0.3,2018-10-25T13:17:46Z,1
2018-10-25,13:18:16,32.9,48.9,52.6,44.1,32.2,Nude,On,0.3,2018-10-25T13:18:16Z,1
2018-10-25,13:18:46,32.7,48.6,52.8,44,32,Nude,On,0.3,2018-10-25T13:18:46Z,1
2018-10-25,13:19:16,32.6,49.1,53,43.9,32.1,Nude,On,0.3,2018-10-25T13:19:16Z,1
2018-10-25,13:19:46,32.8,48.7,53.1,44.1,31.9,Nude,On,0.3,2018-10-25T13:19:46Z,1
2018-10-25,13:20:16,33,48.8,53.3,44.2,32.2,Nude,On,0.3,2018-10-25T13:20:16Z,1
2018-10-25,13:20:46,32.6,48.7,52.8,44,32,Nude,On,0.3,2018-10-25T13:20:46Z,1
2018-10-25,13:21:16,32.7,48.9,53.2,44.2,31.9,Nude,On,0.3,2018-10-25T13:21:16Z,1
2018-10-25,13:21:46,32.9,48.7,52.7,44.1,32,Nude,On,0.3,2018-10-25T13:21:46Z,1
2018-10-25,13:22:16,32.9,48.5,52.6,44.2,32,Nude,On,0.3,2018-10-25T13:22:16Z,1
2018-10-25,13:22:46,32.5,48.5,53.4,44.1,31.8,Nude,On,0.3,2018-10-25T13:22:46Z,1
2018-10-25,13:23:16,32.6,48.6,52.9,44.1,31.8,Nude,On,0.3,2018-10-25T13:23:16Z,1
2018-10-25,13:23:46,32.6,48.7,52.7,43.8,32,Nude,On,0.3,2018-10-25T13:23:46Z,1
2018-10-25,13:24:16,32.7,48.7,53.1,43.9,32.1,Nude,On,0.3,2018-10-25T13:24:16Z,1
2018-10-25,13:24:46,32.8,48.6,52.6,43.9,32,Nude,On,0.3,2018-10-25T13:24:46Z,1
2018-10-25,13:25:16,33,48.7,52.9,44.2,32.1,Nude,On,0.3,2018-10-25T13:25:16Z,1
2018-10-25,13:25:46,33.1,48.8,52.8,44.2,32,Nude,On,0.3,2018-10-25T13:25:46Z,1
2018-10-25,13:26:16,32.7,48.6,53.2,44.3,32,Nude,On,0.3,2018-10-25T13:26:16Z,1
2018-10-25,13:26:46,32.6,48.5,52.8,44.1,32.1,Nude,On,0.3,2018-10-25T13:26:46Z,1
2018-10-25,13:27:16,32.8,48.8,53,44.1,32.1,Nude,On,0.3,2018-10-25T13:27:16Z,1
2018-10-25,13:27:46,32.6,48.8,52.9,44,31.9,Nude,On,0.3,2018-10-25T13:27:46Z,1
2018-10-25,13:28:16,32.9,48.5,52.9,43.9,31.9,Nude,On,0.3,2018-10-25T13:28:16Z,1
2018-10-25,13:28:46,32.7,48.1,52.7,44.1,32,Nude,On,0.3,2018-10-25T13:28:46Z,1
2018-10-25,13:29:16,33,48.5,53.5,44.1,31.9,Nude,On,0.3,2018-10-25T13:29:16Z,1
2018-10-25,13:29:46,32.9,48.9,53.3,44.1,32,Nude,On,0.3,2018-10-25T13:29:46Z,1
2018-10-25,13:30:16,33,48.8,53.6,44,31.9,Nude,On,0.3,2018-10-25T13:30:16Z,1
2018-10-25,13:30:46,32.7,48.9,53.2,44.1,32,Nude,On,0.3,2018-10-25T13:30:46Z,1
2018-10-25,13:31:16,32.8,49.1,53.2,44.1,31.9,Nude,On,0.3,2018-10-25T13:31:16Z,1
2018-10-25,13:31:46,32.9,48.7,53.4,44.2,32.1,Nude,On,0.3,2018-10-25T13:31:46Z,1
2018-10-25,13:32:16,32.9,49,53.2,44.3,32,Nude,On,0.3,2018-10-25T13:32:16Z,1
2018-10-25,13:32:46,32.8,48.9,53.5,44.1,32.1,Nude,On,0.3,2018-10-25T13:32:46Z,1
2018-10-25,13:33:16,33.1,48.8,53.2,44.1,32,Nude,On,0.3,2018-10-25T13:33:16Z,1
2018-10-25,13:33:46,33,48.9,53,44,32.2,Nude,On,0.3,2018-10-25T13:33:46Z,1
2018-10-25,13:34:16,33.2,49,53.4,44,31.8,Nude,On,0.3,2018-10-25T13:34:16Z,1
2018-10-25,13:34:46,32.9,49.2,53,44.1,32.1,Nude,On,0.3,2018-10-25T13:34:46Z,1
2018-10-25,13:35:16,33,49,53.3,44.1,32,Nude,On,0.3,2018-10-25T13:35:16Z,1
2018-10-25,13:35:46,32.7,48.7,53.1,44,32.1,Nude,On,0.3,2018-10-25T13:35:46Z,1
2018-10-25,13:36:16,33,48.6,53.2,44.1,32,Nude,On,0.3,2018-10-25T13:36:16Z,1
2018-10-25,13:36:46,32.9,49.1,52.9,44,32,Nude,On,0.3,2018-10-25T13:36:46Z,1
2018-10-25,13:37:16,32.8,48.6,53,43.7,31.7,Nude,On,0.3,2018-10-25T13:37:16Z,1
2018-10-25,13:37:46,32.6,49.1,53.3,43.9,31.8,Nude,On,0.3,2018-10-25T13:37:46Z,1
2018-10-25,13:38:16,32.8,49,53.3,44,31.8,Nude,On,0.3,2018-10-25T13:38:16Z,1
2018-10-25,13:38:46,32.8,49,53,44,32,Nude,On,0.3,2018-10-25T13:38:46Z,1
2018-10-25,13:39:16,33,48.9,53.3,44,31.9,Nude,On,0.3,2018-10-25T13:39:16Z,1
2018-10-25,13:39:46,33.2,49,53.5,44.2,31.9,Nude,On,0.3,2018-10-25T13:39:46Z,1
2018-10-25,13:40:16,33,49.1,53.1,44.1,32.1,Nude,On,0.3,2018-10-25T13:40:16Z,1
2018-10-25,13:40:46,33.1,48.5,53.2,44.2,32.1,Nude,On,0.3,2018-10-25T13:40:46Z,1
2018-10-25,13:41:16,33.2,48.9,53.3,44.1,32,Nude,On,0.3,2018-10-25T13:41:16Z,1
2018-10-25,13:41:46,33.2,49,53.1,44.1,32,Nude,On,0.3,2018-10-25T13:41:46Z,1
2018-10-25,13:42:16,33.2,48.9,53.4,44.3,32.1,Nude,On,0.3,2018-10-25T13:42:16Z,1
2018-10-25,13:42:46,33.1,48.9,53.2,44.1,32.1,Nude,On,0.3,2018-10-25T13:42:46Z,1
2018-10-25,13:43:16,33.2,49,52.9,44.2,32.2,Nude,On,0.3,2018-10-25T13:43:16Z,1
2018-10-25,13:43:46,33.2,49.2,53.2,44.2,32,Nude,On,0.3,2018-10-25T13:43:46Z,1
2018-10-25,13:44:16,32.8,49.1,52.9,43.9,32,Nude,On,0.3,2018-10-25T13:44:16Z,1
2018-10-25,13:44:46,32.9,49.1,53.2,44.1,32.1,Nude,On,0.3,2018-10-25T13:44:46Z,1
2018-10-25,13:45:16,32.9,48.8,53,44.1,32,Nude,On,0.3,2018-10-25T13:45:16Z,1
2018-10-25,13:45:46,33,49.4,53.1,44,32,Nude,On,0.3,2018-10-25T13:45:46Z,1
2018-10-25,13:46:16,32.8,49.1,53.2,44.2,32,Nude,On,0.3,2018-10-25T13:46:16Z,1
2018-10-25,13:46:46,32.8,48.9,53.4,43.8,31.8,Nude,On,0.3,2018-10-25T13:46:46Z,1
2018-10-25,13:47:16,32.7,48.1,53.8,44.2,31.7,Nude,On,0.3,2018-10-25T13:47:16Z,1
2018-10-25,13:47:46,32.6,48.6,53.4,44.2,32.1,Nude,On,0.3,2018-10-25T13:47:46Z,1
2018-10-25,13:48:16,32.9,47.9,52.9,43.7,31.8,Nude,Off,0.3,2018-10-25T13:48:16Z,1
2018-10-25,13:48:46,32.6,45.5,49.4,40.8,31.2,Nude,Off,0.3,2018-10-25T13:48:46Z,1
2018-10-25,13:49:16,32.8,45,48.4,40.3,31.2,Nude,Off,0.3,2018-10-25T13:49:16Z,1
2018-10-25,13:49:46,32.8,44.5,47.6,39.6,31.1,Nude,Off,0.3,2018-10-25T13:49:46Z,1
2018-10-25,13:50:16,33,44.1,46.9,39.5,31.2,Nude,Off,0.3,2018-10-25T13:50:16Z,1
2018-10-25,13:50:46,32.8,43.6,46.2,39,31,Nude,Off,0.3,2018-10-25T13:50:46Z,1
2018-10-25,13:51:16,33,43.6,45.7,38.8,31,Nude,Off,0.3,2018-10-25T13:51:16Z,1
2018-10-25,13:51:46,33,43.2,45.1,38.6,31.3,Nude,Off,0.3,2018-10-25T13:51:46Z,1
2018-10-25,13:52:16,32.9,43.1,44.8,38.2,31.3,Nude,Off,0.3,2018-10-25T13:52:16Z,1
2018-10-25,13:52:46,33.4,42.7,44.5,37.9,31.3,Nude,Off,0.3,2018-10-25T13:52:46Z,1
2018-10-25,13:53:16,33.4,42.4,44.1,37.9,31.4,Nude,Off,0.3,2018-10-25T13:53:16Z,1
2018-10-25,13:53:46,33.2,42.2,43.4,37.6,31.5,Nude,Off,0.3,2018-10-25T13:53:46Z,1
2018-10-25,13:54:16,33.2,41.9,43.1,37.2,31.5,Nude,Off,0.3,2018-10-25T13:54:16Z,1
2018-10-25,13:54:46,33.1,41.6,42.7,37.1,31.6,Nude,Off,0.3,2018-10-25T13:54:46Z,1
2018-10-25,13:55:16,33.3,41.8,42.2,36.8,31.6,Nude,Off,0.3,2018-10-25T13:55:16Z,1
2018-10-25,13:55:46,33.3,41.1,41.8,36.6,31.5,Nude,Off,0.3,2018-10-25T13:55:46Z,1
2018-10-25,13:56:16,33.5,41,41.8,36.4,31.6,Nude,Off,0.3,2018-10-25T13:56:16Z,1
2018-10-25,13:56:46,33.2,40.9,41.5,36.4,31.6,Nude,Off,0.3,2018-10-25T13:56:46Z,1
2018-10-25,13:57:16,33.6,40.8,41.2,36.4,31.8,Nude,Off,0.3,2018-10-25T13:57:16Z,1
2018-10-25,13:57:46,33.4,40.3,40.9,36.1,31.7,Nude,Off,0.3,2018-10-25T13:57:46Z,1
2018-10-25,13:58:16,33.1,40.2,40.5,35.8,31.7,Nude,Off,0.3,2018-10-25T13:58:16Z,1
2018-10-25,13:58:46,33.4,39.9,40.2,35.5,31.5,Nude,Off,0.3,2018-10-25T13:58:46Z,1
2018-10-25,13:59:16,33.5,40.1,40.3,35.9,31.7,Nude,Off,0.3,2018-10-25T13:59:16Z,1
2018-10-25,13:59:46,33.5,39.9,39.9,35.7,31.8,Nude,Off,0.3,2018-10-25T13:59:46Z,1
2018-10-25,14:00:16,33.6,39.9,40.2,35.6,31.8,Nude,Off,0.3,2018-10-25T14:00:16Z,1
2018-10-25,14:00:46,33.8,39.7,40,35.7,31.9,Nude,Off,0.3,2018-10-25T14:00:46Z,1
2018-10-25,14:01:16,33.4,39.9,39.6,35.5,31.7,Nude,Off,0.3,2018-10-25T14:01:16Z,1
2018-10-25,14:01:46,33.5,39.4,39.4,35.5,31.8,Nude,Off,0.3,2018-10-25T14:01:46Z,1
2018-10-25,14:02:16,33.4,39.4,39,35.2,31.8,Nude,Off,0.3,2018-10-25T14:02:16Z,1
2018-10-25,14:02:46,33.6,39.3,38.9,35.2,31.7,Nude,Off,0.3,2018-10-25T14:02:46Z,1
2018-10-25,14:03:16,33.6,39.2,39.1,35.4,31.8,Nude,Off,0.3,2018-10-25T14:03:16Z,1
2018-10-25,14:03:46,33.2,39.3,38.6,35.1,31.7,Nude,Off,0.3,2018-10-25T14:03:46Z,1
2018-10-25,14:04:16,33.3,39,38.6,35.1,31.6,Nude,Off,0.3,2018-10-25T14:04:16Z,1
2018-10-25,14:04:46,33.1,38.6,38.4,35,31.5,Nude,Off,0.3,2018-10-25T14:04:46Z,1
2018-10-25,14:05:16,33.3,39,38.2,34.8,31.8,Nude,Off,0.3,2018-10-25T14:05:16Z,1
2018-10-25,14:05:46,33.3,38.7,38.3,34.8,31.7,Nude,Off,0.3,2018-10-25T14:05:46Z,1
2018-10-25,14:06:16,33.2,38.8,38.5,34.8,31.6,Nude,Off,0.3,2018-10-25T14:06:16Z,1
2018-10-25,14:06:46,33.3,38.7,38.3,34.9,31.7,Nude,Off,0.3,2018-10-25T14:06:46Z,1
2018-10-25,14:07:16,33.2,38.2,37.8,34.7,31.9,Nude,Off,0.3,2018-10-25T14:07:16Z,1
2018-10-25,14:07:46,33.2,38.5,37.9,34.5,31.7,Nude,Off,0.3,2018-10-25T14:07:46Z,1
2018-10-25,14:08:16,33.2,38.4,37.7,34.6,31.6,Nude,Off,0.3,2018-10-25T14:08:16Z,1
2018-10-25,14:08:46,33.2,38.4,37.7,34.6,31.8,Nude,Off,0.3,2018-10-25T14:08:46Z,1
2018-10-25,14:09:16,33.1,38.4,37.8,34.9,32.1,Nude,Off,0.3,2018-10-25T14:09:16Z,1
2018-10-25,14:09:46,33,38.3,37.7,34.7,32,Nude,Off,0.3,2018-10-25T14:09:46Z,1
2018-10-25,14:10:16,33,38.3,38,34.7,31.9,Nude,Off,0.3,2018-10-25T14:10:16Z,1
2018-10-25,14:10:46,33.1,38,37.4,34.4,31.7,Nude,Off,0.3,2018-10-25T14:10:46Z,1
2018-10-25,14:11:16,33.2,38.6,37.5,34.2,31.6,Nude,Off,0.3,2018-10-25T14:11:16Z,1
2018-10-25,14:11:46,33.2,38.4,37.4,34.3,31.5,Nude,Off,0.3,2018-10-25T14:11:46Z,1
2018-10-25,14:12:16,33.2,38.1,37.3,34.4,31.5,Nude,Off,0.3,2018-10-25T14:12:16Z,1
2018-10-25,14:12:46,33.6,38.3,37.1,34.3,31.5,Nude,Off,0.3,2018-10-25T14:12:46Z,1
2018-10-25,14:13:16,33.3,37.9,37.5,34.4,31.8,Nude,Off,0.3,2018-10-25T14:13:16Z,1
2018-10-25,14:13:46,33.4,37.7,37.5,34.5,31.9,Nude,Off,0.3,2018-10-25T14:13:46Z,1
2018-10-25,14:14:16,33,37.9,37.6,34.4,31.6,Nude,Off,0.3,2018-10-25T14:14:16Z,1
2018-10-25,14:14:46,33.1,38.2,37.4,34.5,31.8,Nude,Off,0.3,2018-10-25T14:14:46Z,1
2018-10-25,14:15:16,33.1,37.9,37.3,34.4,32,Nude,Off,0.3,2018-10-25T14:15:16Z,1
2018-10-25,14:15:46,33.1,38.1,37.2,34.4,31.8,Nude,Off,0.3,2018-10-25T14:15:46Z,1
2018-10-25,14:16:16,33.1,37.9,37,34.2,31.9,Nude,Off,0.3,2018-10-25T14:16:16Z,1
2018-10-25,14:16:46,33.1,37.7,37.1,34.2,31.8,Nude,Off,0.3,2018-10-25T14:16:46Z,1
2018-10-25,14:17:16,33.2,38,37.2,34.6,32,Nude,Off,0.3,2018-10-25T14:17:16Z,1
2018-10-25,14:17:46,33.3,38,37,34.1,31.7,Nude,Off,0.3,2018-10-25T14:17:46Z,1
2018-10-25,14:18:16,33,37.8,36.8,34.3,32.1,Nude,Off,0.3,2018-10-25T14:18:16Z,1
2018-10-25,14:18:46,33.1,37.6,37.1,34.2,31.9,Nude,Off,0.3,2018-10-25T14:18:46Z,1
2018-10-25,14:19:16,33.2,37.6,36.9,34.3,31.9,Nude,Off,0.3,2018-10-25T14:19:16Z,1
2018-10-25,14:19:46,33.3,38,36.9,34.2,31.7,Nude,Off,0.3,2018-10-25T14:19:46Z,1
2018-10-25,14:20:16,33,37.9,36.6,34,31.8,Nude,Off,0.3,2018-10-25T14:20:16Z,1
2018-10-25,14:20:46,33.1,37.8,36.7,33.9,31.8,Nude,Off,0.3,2018-10-25T14:20:46Z,1
2018-10-25,14:21:16,33,37.5,36.8,34.1,31.7,Nude,Off,0.3,2018-10-25T14:21:16Z,1
2018-10-25,14:21:46,33.1,37.6,36.7,34,31.7,Nude,Off,0.3,2018-10-25T14:21:46Z,1
2018-10-25,14:22:16,32.9,37.5,36.7,34.1,32,Nude,Off,0.3,2018-10-25T14:22:16Z,1
2018-10-25,14:22:46,32.8,37.2,36.5,34.3,32,Nude,Off,0.3,2018-10-25T14:22:46Z,1
2018-10-25,14:23:16,32.8,37.1,36.6,34.3,32.1,Nude,Off,0.3,2018-10-25T14:23:16Z,1
2018-10-25,14:23:46,32.9,37.4,36.6,34.2,32,Nude,Off,0.3,2018-10-25T14:23:46Z,1
2018-10-25,14:24:16,32.8,37.3,36.5,33.9,32,Nude,Off,0.3,2018-10-25T14:24:16Z,1
2018-10-25,14:24:46,32.8,37.2,36.5,34.1,32,Nude,Off,0.3,2018-10-25T14:24:46Z,1
2018-10-25,14:25:16,32.7,37.1,36.6,34.3,32,Nude,Off,0.3,2018-10-25T14:25:16Z,1
2018-10-25,14:25:46,33,37.3,36.5,34.1,31.9,Nude,Off,0.3,2018-10-25T14:25:46Z,1
2018-10-25,14:26:16,32.8,37.4,36.7,34.2,32.1,Nude,Off,0.3,2018-10-25T14:26:16Z,1
2018-10-25,14:26:46,32.9,37.3,36.4,34.2,32,Nude,Off,0.3,2018-10-25T14:26:46Z,1
2018-10-25,14:27:16,32.5,37.2,36.4,34.2,32.1,Nude,Off,0.3,2018-10-25T14:27:16Z,1
2018-10-25,14:27:46,32.6,37.5,36.6,34.3,32.1,Nude,Off,0.3,2018-10-25T14:27:46Z,1
2018-10-25,14:28:16,32.7,37.5,36.7,34.2,32,Nude,Off,0.3,2018-10-25T14:28:16Z,1
2018-10-25,14:28:46,32.6,37.4,36.5,34.2,32.1,Nude,Off,0.3,2018-10-25T14:28:46Z,1
2018-10-25,14:29:16,32.9,37.3,36.6,34.3,32,Nude,Off,0.3,2018-10-25T14:29:16Z,1
2018-10-25,14:29:46,32.9,37.3,36.6,34.3,32.1,Nude,Off,0.3,2018-10-25T14:29:46Z,1
2018-10-25,14:30:16,33,37,36.4,34,31.8,Nude,Off,0.3,2018-10-25T14:30:16Z,1
2018-10-25,14:30:46,32.8,37.3,36.4,34,31.9,Nude,Off,0.3,2018-10-25T14:30:46Z,1
2018-10-25,14:31:16,32.7,37.6,36.5,34.1,31.9,Nude,Off,0.3,2018-10-25T14:31:16Z,1
2018-10-25,14:31:46,32.9,37.5,36.5,34,31.7,Nude,Off,0.3,2018-10-25T14:31:46Z,1
2018-10-25,14:32:16,32.7,37.3,36.5,34.2,31.9,Nude,Off,0.3,2018-10-25T14:32:16Z,1
2018-10-25,14:32:46,32.8,37,36.5,34.1,31.8,Nude,Off,0.3,2018-10-25T14:32:46Z,1
2018-10-25,14:37:16,35.6,42.5,41.3,38,35.3,HighCurv,On,0.3,2018-10-25T14:37:16Z,1
2018-10-25,14:37:46,35.8,43,41.8,38.2,35.5,HighCurv,On,0.3,2018-10-25T14:37:46Z,1
2018-10-25,14:38:16,35.9,43.4,42.1,38.3,35.6,HighCurv,On,0.3,2018-10-25T14:38:16Z,1
2018-10-25,14:38:46,36,43.6,42.3,38.4,35.7,HighCurv,On,0.3,2018-10-25T14:38:46Z,1
2018-10-25,14:39:16,36,43.8,42.5,38.5,35.8,HighCurv,On,0.3,2018-10-25T14:39:16Z,1
2018-10-25,14:39:46,36.1,43.9,42.7,38.5,35.8,HighCurv,On,0.3,2018-10-25T14:39:46Z,1
2018-10-25,14:40:16,36.3,44.1,42.9,38.7,35.8,HighCurv,On,0.3,2018-10-25T14:40:16Z,1
2018-10-25,14:40:46,36.3,44.2,43,38.7,36,HighCurv,On,0.3,2018-10-25T14:40:46Z,1
2018-10-25,14:41:16,36.4,44.3,43.2,38.8,36,HighCurv,On,0.3,2018-10-25T14:41:16Z,1
2018-10-25,14:41:46,36.4,44.4,43.3,38.8,36,HighCurv,On,0.3,2018-10-25T14:41:46Z,1
2018-10-25,14:42:16,36.4,44.4,43.3,38.8,36.1,HighCurv,On,0.3,2018-10-25T14:42:16Z,1
2018-10-25,14:42:46,36.5,44.4,43.4,38.8,36.1,HighCurv,On,0.3,2018-10-25T14:42:46Z,1
2018-10-25,14:43:16,36.5,44.5,43.5,38.9,36.1,HighCurv,On,0.3,2018-10-25T14:43:16Z,1
2018-10-25,14:43:46,36.5,44.5,43.6,39,36.2,HighCurv,On,0.3,2018-10-25T14:43:46Z,1
2018-10-25,14:44:16,36.5,44.6,43.6,39,36.1,HighCurv,On,0.3,2018-10-25T14:44:16Z,1
2018-10-25,14:44:46,36.5,44.6,43.7,38.9,36.1,HighCurv,On,0.3,2018-10-25T14:44:46Z,1
2018-10-25,14:45:16,36.5,44.6,43.7,39,36.1,HighCurv,On,0.3,2018-10-25T14:45:16Z,1
2018-10-25,14:45:46,36.6,44.7,43.8,39,36.1,HighCurv,On,0.3,2018-10-25T14:45:46Z,1
2018-10-25,14:46:16,36.6,44.7,43.9,39,36.1,HighCurv,On,0.3,2018-10-25T14:46:16Z,1
2018-10-25,14:46:46,36.6,44.7,43.9,39,36.1,HighCurv,On,0.3,2018-10-25T14:46:46Z,1
2018-10-25,14:47:16,36.6,44.8,44,39.1,36.2,HighCurv,On,0.3,2018-10-25T14:47:16Z,1
2018-10-25,14:47:46,36.6,44.8,44.1,39.1,36.1,HighCurv,On,0.3,2018-10-25T14:47:46Z,1
2018-10-25,14:48:16,36.7,44.9,44.2,39.2,36.1,HighCurv,On,0.3,2018-10-25T14:48:16Z,1
2018-10-25,14:48:46,36.7,45,44.3,39.2,36.1,HighCurv,On,0.3,2018-10-25T14:48:46Z,1
2018-10-25,14:49:16,36.7,45,44.3,39.2,36.2,HighCurv,On,0.3,2018-10-25T14:49:16Z,1
2018-10-25,14:49:46,36.7,45,44.4,39.2,36.2,HighCurv,On,0.3,2018-10-25T14:49:46Z,1
2018-10-25,14:50:16,36.8,45.1,44.5,39.3,36.2,HighCurv,On,0.3,2018-10-25T14:50:16Z,1
2018-10-25,14:50:46,36.8,45.2,44.6,39.4,36.2,HighCurv,On,0.3,2018-10-25T14:50:46Z,1
2018-10-25,14:51:16,36.9,45.3,44.7,39.5,36.2,HighCurv,On,0.3,2018-10-25T14:51:16Z,1
2018-10-25,14:51:46,36.9,45.4,44.8,39.5,36.2,HighCurv,On,0.3,2018-10-25T14:51:46Z,1
2018-10-25,14:52:16,37,45.5,44.9,39.6,36.2,HighCurv,On,0.3,2018-10-25T14:52:16Z,1
