Datetime,Trial,Wig,Thermocouple,temp,Radiation,WindSpeed
2018-10-23T14:11:16Z,1,Nude,2,40.1,On,1
2018-10-23T14:11:16Z,1,Nude,3,47.2,On,1
2018-10-23T14:11:16Z,1,Nude,4,41.3,On,1
2018-10-23T14:11:46Z,1,Nude,1,28.9,On,1
2018-10-23T14:11:46Z,1,Nude,2,39.8,On,1
2018-10-23T14:11:46Z,1,Nude,3,47.3,On,1
2018-10-23T14:11:46Z,1,Nude,4,41.2,On,1
2018-10-23T14:12:16Z,1,Nude,1,28.7,On,1
2018-10-23T14:12:16Z,1,Nude,2,40.1,On,1
2018-10-23T14:12:16Z,1,Nude,3,47.4,On,1
2018-10-23T14:12:16Z,1,Nude,4,41.1,On,1
2018-10-23T14:12:46Z,1,Nude,1,29,On,1
2018-10-23T14:12:46Z,1,Nude,2,39.7,On,1
2018-10-23T14:12:46Z,1,Nude,3,47.2,On,1
2018-10-23T14:12:46Z,1,Nude,4,41,On,1
2018-10-23T14:13:16Z,1,Nude,1,29,On,1
2018-10-23T14:13:16Z,1,Nude,2,39.8,On,1
2018-10-23T14:13:16Z,1,Nude,3,47.2,On,1
2018-10-23T14:13:16Z,1,Nude,4,41.2,On,1
2018-10-23T14:13:46Z,1,Nude,1,28.9,On,1
2018-10-23T14:13:46Z,1,Nude,2,39.8,On,1
2018-10-23T14:13:46Z,1,Nude,3,47.3,On,1
2018-10-23T14:13:46Z,1,Nude,4,40.9,On,1
2018-10-23T14:14:16Z,1,Nude,1,28.9,On,1
2018-10-23T14:14:16Z,1,Nude,2,39.9,On,1
2018-10-23T14:14:16Z,1,Nude,3,47.3,On,1
2018-10-23T14:14:16Z,1,Nude,4,41.2,On,1
2018-10-23T14:14:46Z,1,Nude,1,29,On,1
2018-10-23T14:14:46Z,1,Nude,2,40.1,On,1
2018-10-23T14:14:46Z,1,Nude,3,47.6,On,1
2018-10-23T14:14:46Z,1,Nude,4,41.4,On,1
2018-10-23T14:15:16Z,1,Nude,1,29,On,1
2018-10-23T14:15:16Z,1,Nude,2,39.8,On,1
2018-10-23T14:15:16Z,1,Nude,3,47,On,1
2018-10-23T14:15:16Z,1,Nude,4,41.1,On,1
2018-10-23T14:15:46Z,1,Nude,1,29,On,1
2018-10-23T14:15:46Z,1,Nude,2,40,On,1
2018-10-23T14:15:46Z,1,Nude,3,47.2,On,1
2018-10-23T14:15:46Z,1,Nude,4,41.2,On,1
2018-10-23T14:16:16Z,1,Nude,1,29,On,1
2018-10-23T14:16:16Z,1,Nude,2,40,On,1
2018-10-23T14:16:16Z,1,Nude,3,47.3,On,1
2018-10-23T14:16:16Z,1,Nude,4,41.4,On,1
2018-10-23T14:16:46Z,1,Nude,1,29.2,On,1
2018-10-23T14:16:46Z,1,Nude,2,40.1,On,1
2018-10-23T14:16:46Z,1,Nude,3,47.4,On,1
2018-10-23T14:16:46Z,1,Nude,4,41.3,On,1
2018-10-23T14:17:16Z,1,Nude,1,29,On,1
2018-10-23T14:17:16Z,1,Nude,2,39.9,On,1
2018-10-23T14:17:16Z,1,Nude,3,47.3,On,1
2018-10-23T14:17:16Z,1,Nude,4,41.5,On,1
2018-10-23T14:17:46Z,1,Nude,1,29.1,On,1
2018-10-23T14:17:46Z,1,Nude,2,40,On,1
2018-10-23T14:17:46Z,1,Nude,3,47.2,On,1
2018-10-23T14:17:46Z,1,Nude,4,41.4,On,1
2018-10-23T14:18:16Z,1,Nude,1,29,On,1
2018-10-23T14:18:16Z,1,Nude,2,39.8,On,1
2018-10-23T14:18:16Z,1,Nude,3,47.5,On,1
2018-10-23T14:18:16Z,1,Nude,4,41.5,On,1
2018-10-23T14:18:46Z,1,Nude,1,28.9,On,1
2018-10-23T14:18:46Z,1,Nude,2,40,On,1
2018-10-23T14:18:46Z,1,Nude,3,46.7,On,1
2018-10-23T14:18:46Z,1,Nude,4,40.9,On,1
2018-10-23T14:19:16Z,1,Nude,1,29,On,1
2018-10-23T14:19:16Z,1,Nude,2,39.7,On,1
2018-10-23T14:19:16Z,1,Nude,3,47.3,On,1
2018-10-23T14:19:16Z,1,Nude,4,41,On,1
2018-10-23T14:19:46Z,1,Nude,1,28.9,On,1
2018-10-23T14:19:46Z,1,Nude,2,39.9,On,1
2018-10-23T14:19:46Z,1,Nude,3,47.2,On,1
2018-10-23T14:19:46Z,1,Nude,4,41.1,On,1
2018-10-23T14:20:16Z,1,Nude,1,28.9,On,1
2018-10-23T14:20:16Z,1,Nude,2,39.7,On,1
2018-10-23T14:20:16Z,1,Nude,3,47,On,1
2018-10-23T14:20:16Z,1,Nude,4,41.1,On,1
2018-10-23T14:20:46Z,1,Nude,1,29,On,1
2018-10-23T14:20:46Z,1,Nude,2,39.9,On,1
