Datetime,Trial,Wig,Thermocouple,temp,Radiation,WindSpeed
2018-10-23T17:05:16Z,1,Nude,1,28.5,Off,1
2018-10-23T17:05:16Z,1,Nude,2,30.4,Off,1
2018-10-23T17:05:16Z,1,Nude,3,31.4,Off,1
2018-10-23T17:05:16Z,1,Nude,4,30.5,Off,1
2018-10-23T17:05:46Z,1,Nude,1,28.4,Off,1
2018-10-23T17:05:46Z,1,Nude,2,30.2,Off,1
2018-10-23T17:05:46Z,1,Nude,3,31.5,Off,1
2018-10-23T17:05:46Z,1,Nude,4,30.6,Off,1
2018-10-23T17:06:16Z,1,Nude,1,28.5,Off,1
2018-10-23T17:06:16Z,1,Nude,2,30.5,Off,1
2018-10-23T17:06:16Z,1,Nude,3,31.6,Off,1
2018-10-23T17:06:16Z,1,Nude,4,30.5,Off,1
2018-10-23T17:06:46Z,1,Nude,1,28.5,Off,1
2018-10-23T17:06:46Z,1,Nude,2,30.4,Off,1
2018-10-23T17:06:46Z,1,Nude,3,31.5,Off,1
2018-10-23T17:06:46Z,1,Nude,4,30.4,Off,1
2018-10-23T17:07:16Z,1,Nude,1,28.5,Off,1
2018-10-23T17:07:16Z,1,Nude,2,30.3,Off,1
2018-10-23T17:07:16Z,1,Nude,3,31.5,Off,1
2018-10-23T17:07:16Z,1,Nude,4,30.6,Off,1
2018-10-23T17:07:46Z,1,Nude,1,28.5,Off,1
2018-10-23T17:07:46Z,1,Nude,2,30.3,Off,1
2018-10-23T17:07:46Z,1,Nude,3,31.5,Off,1
2018-10-23T17:07:46Z,1,Nude,4,30.6,Off,1
2018-10-23T17:08:16Z,1,Nude,1,28.4,Off,1
2018-10-23T17:08:16Z,1,Nude,2,30.3,Off,1
2018-10-23T17:08:16Z,1,Nude,3,31.1,Off,1
2018-10-23T17:08:16Z,1,Nude,4,30.6,Off,1
2018-10-23T17:08:46Z,1,Nude,1,28.4,Off,1
2018-10-23T17:08:46Z,1,Nude,2,30.4,Off,1
2018-10-23T17:08:46Z,1,Nude,3,31.3,Off,1
2018-10-23T17:08:46Z,1,Nude,4,30.4,Off,1
2018-10-23T17:09:16Z,1,Nude,1,28.6,Off,1
2018-10-23T17:09:16Z,1,Nude,2,30.3,Off,1
2018-10-23T17:09:16Z,1,Nude,3,31.4,Off,1
2018-10-23T17:09:16Z,1,Nude,4,30.6,Off,1
2018-10-23T17:09:46Z,1,Nude,1,28.6,Off,1
2018-10-23T17:09:46Z,1,Nude,2,30.4,Off,1
2018-10-23T17:09:46Z,1,Nude,3,31.5,Off,1
2018-10-23T17:09:46Z,1,Nude,4,30.4,Off,1
2018-10-23T17:10:16Z,1,Nude,1,28.5,Off,1
2018-10-23T17:10:16Z,1,Nude,2,30.4,Off,1
2018-10-23T17:10:16Z,1,Nude,3,31.6,Off,1
2018-10-23T17:10:16Z,1,Nude,4,30.3,Off,1
2018-10-23T17:10:46Z,1,Nude,1,28.5,Off,1
2018-10-23T17:10:46Z,1,Nude,2,30.5,Off,1
2018-10-23T17:10:46Z,1,Nude,3,31.5,Off,1
2018-10-23T17:10:46Z,1,Nude,4,30.5,Off,1
2018-10-23T21:36:34Z,1,LowCurv,1,852.4,Off,2.5
2018-10-23T21:36:34Z,1,LowCurv,2,39.6,Off,2.5
2018-10-23T21:36:34Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:36:34Z,1,LowCurv,4,39.4,Off,2.5
2018-10-23T21:37:04Z,1,LowCurv,1,654.3,Off,2.5
2018-10-23T21:37:04Z,1,LowCurv,2,39.6,Off,2.5
2018-10-23T21:37:04Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:37:04Z,1,LowCurv,4,39.4,Off,2.5
2018-10-23T21:37:34Z,1,LowCurv,1,627.2,Off,2.5
2018-10-23T21:37:34Z,1,LowCurv,2,39.5,Off,2.5
2018-10-23T21:37:34Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:37:34Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:38:04Z,1,LowCurv,1,581.6,Off,2.5
2018-10-23T21:38:04Z,1,LowCurv,2,39.5,Off,2.5
2018-10-23T21:38:04Z,1,LowCurv,3,41.5,Off,2.5
2018-10-23T21:38:04Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:38:34Z,1,LowCurv,1,632.6,Off,2.5
2018-10-23T21:38:34Z,1,LowCurv,2,39.6,Off,2.5
2018-10-23T21:38:34Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:38:34Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:39:04Z,1,LowCurv,1,640.3,Off,2.5
2018-10-23T21:39:04Z,1,LowCurv,2,39.6,Off,2.5
2018-10-23T21:39:04Z,1,LowCurv,3,41.5,Off,2.5
2018-10-23T21:39:04Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:39:34Z,1,LowCurv,1,632.3,Off,2.5
2018-10-23T21:39:34Z,1,LowCurv,2,39.5,Off,2.5
2018-10-23T21:39:34Z,1,LowCurv,3,41.5,Off,2.5
2018-10-23T21:39:34Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:40:04Z,1,LowCurv,1,699.6,Off,2.5
2018-10-23T21:40:04Z,1,LowCurv,2,39.5,Off,2.5
2018-10-23T21:40:04Z,1,LowCurv,3,41.5,Off,2.5
2018-10-23T21:40:04Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:40:34Z,1,LowCurv,1,728.9,Off,2.5
2018-10-23T21:40:34Z,1,LowCurv,2,39.6,Off,2.5
2018-10-23T21:40:34Z,1,LowCurv,3,41.5,Off,2.5
2018-10-23T21:40:34Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:41:04Z,1,LowCurv,1,729.1,Off,2.5
2018-10-23T21:41:04Z,1,LowCurv,2,39.5,Off,2.5
2018-10-23T21:41:04Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:41:04Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:41:34Z,1,LowCurv,1,703.8,Off,2.5
2018-10-23T21:41:34Z,1,LowCurv,2,39.6,Off,2.5
2018-10-23T21:41:34Z,1,LowCurv,3,41.5,Off,2.5
2018-10-23T21:41:34Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:42:04Z,1,LowCurv,1,698.3,Off,2.5
2018-10-23T21:42:04Z,1,LowCurv,2,39.5,Off,2.5
2018-10-23T21:42:04Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:42:04Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:42:34Z,1,LowCurv,1,816.2,Off,2.5
2018-10-23T21:42:34Z,1,LowCurv,2,39.6,Off,2.5
2018-10-23T21:42:34Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:42:34Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:43:04Z,1,LowCurv,1,761.9,Off,2.5
2018-10-23T21:43:04Z,1,LowCurv,2,39.6,Off,2.5
2018-10-23T21:43:04Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:43:04Z,1,LowCurv,4,39.2,Off,2.5
2018-10-23T21:43:34Z,1,LowCurv,1,758.4,Off,2.5
2018-10-23T21:43:34Z,1,LowCurv,2,39.5,Off,2.5
2018-10-23T21:43:34Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:43:34Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:44:04Z,1,LowCurv,1,774.1,Off,2.5
2018-10-23T21:44:04Z,1,LowCurv,2,39.7,Off,2.5
2018-10-23T21:44:04Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:44:04Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:44:34Z,1,LowCurv,1,842.6,Off,2.5
2018-10-23T21:44:34Z,1,LowCurv,2,39.7,Off,2.5
2018-10-23T21:44:34Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:44:34Z,1,LowCurv,4,39.3,Off,2.5
2018-10-23T21:45:04Z,1,LowCurv,1,774.9,Off,2.5
2018-10-23T21:45:04Z,1,LowCurv,2,39.7,Off,2.5
2018-10-23T21:45:04Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:45:04Z,1,LowCurv,4,39.2,Off,2.5
2018-10-23T21:45:34Z,1,LowCurv,1,774.8,Off,2.5
2018-10-23T21:45:34Z,1,LowCurv,2,39.7,Off,2.5
2018-10-23T21:45:34Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:45:34Z,1,LowCurv,4,39.2,Off,2.5
2018-10-23T21:46:04Z,1,LowCurv,1,789.7,Off,2.5
2018-10-23T21:46:04Z,1,LowCurv,2,39.7,Off,2.5
2018-10-23T21:46:04Z,1,LowCurv,3,41.6,Off,2.5
2018-10-23T21:46:04Z,1,LowCurv,4,39.2,Off,2.5
2018-10-23T21:46:34Z,1,LowCurv,1,34.7,Off,2.5
